DHB,Date,Age,Ethnicity,Eligible,Immunised
Auckland,2014-03-31,12 months,Other,183,172
Auckland,2014-03-31,12 months,Pacific,269,262
Auckland,2014-03-31,12 months,Total,1499,1436
Auckland,2014-03-31,18 months,Asian,474,422
Auckland,2014-03-31,18 months,Maori,195,152
Auckland,2014-03-31,18 months,NZE,382,332
Auckland,2014-03-31,18 months,Other,214,181
Auckland,2014-03-31,18 months,Pacific,290,227
Auckland,2014-03-31,18 months,Total,1555,1314
Auckland,2014-03-31,24 months,Asian,428,420
Auckland,2014-03-31,24 months,Maori,193,180
Auckland,2014-03-31,24 months,NZE,430,403
Auckland,2014-03-31,24 months,Other,230,209
Auckland,2014-03-31,24 months,Pacific,316,306
Auckland,2014-03-31,24 months,Total,1597,1518
Auckland,2014-03-31,5 years,Asian,380,302
Auckland,2014-03-31,5 years,Maori,195,141
Auckland,2014-03-31,5 years,NZE,434,348
Auckland,2014-03-31,5 years,Other,284,217
Auckland,2014-03-31,5 years,Pacific,311,243
Auckland,2014-03-31,5 years,Total,1604,1251
Auckland,2014-06-30,6 months,Asian,474,427
Auckland,2014-06-30,6 months,Maori,195,141
Auckland,2014-06-30,6 months,NZE,403,347
Auckland,2014-06-30,6 months,Other,199,173
Auckland,2014-06-30,6 months,Pacific,285,219
Auckland,2014-06-30,6 months,Total,1556,1307
Auckland,2014-06-30,8 months,Asian,429,414
Auckland,2014-06-30,8 months,Maori,182,152
Auckland,2014-06-30,8 months,NZE,401,368
Auckland,2014-06-30,8 months,Other,205,189
Auckland,2014-06-30,8 months,Pacific,291,278
Auckland,2014-06-30,8 months,Total,1508,1401
Auckland,2014-06-30,12 months,Asian,426,415
Auckland,2014-06-30,12 months,Maori,196,182
Auckland,2014-06-30,12 months,NZE,397,374
Auckland,2014-06-30,12 months,Other,204,190
Auckland,2014-06-30,12 months,Pacific,265,258
Auckland,2014-06-30,12 months,Total,1488,1419
Auckland,2014-06-30,18 months,Asian,504,463
Auckland,2014-06-30,18 months,Maori,206,170
Auckland,2014-06-30,18 months,NZE,416,365
Auckland,2014-06-30,18 months,Other,220,183
Auckland,2014-06-30,18 months,Pacific,332,295
Auckland,2014-06-30,18 months,Total,1678,1476
Auckland,2014-06-30,24 months,Asian,450,441
Auckland,2014-06-30,24 months,Maori,185,174
Auckland,2014-06-30,24 months,NZE,419,399
Auckland,2014-06-30,24 months,Other,210,185
Auckland,2014-06-30,24 months,Pacific,281,272
Auckland,2014-06-30,24 months,Total,1545,1471
Auckland,2014-06-30,5 years,Asian,381,311
Auckland,2014-06-30,5 years,Maori,213,160
Auckland,2014-06-30,5 years,NZE,368,311
Auckland,2014-06-30,5 years,Other,259,182
Auckland,2014-06-30,5 years,Pacific,294,236
Auckland,2014-06-30,5 years,Total,1515,1200
Auckland,2014-09-30,6 months,Asian,433,392
Auckland,2014-09-30,6 months,Maori,164,106
Auckland,2014-09-30,6 months,NZE,392,347
Auckland,2014-09-30,6 months,Other,188,142
Auckland,2014-09-30,6 months,Pacific,250,185
Auckland,2014-09-30,6 months,Total,1427,1172
Auckland,2014-09-30,8 months,Asian,471,457
Auckland,2014-09-30,8 months,Maori,190,180
Auckland,2014-09-30,8 months,NZE,407,383
Auckland,2014-09-30,8 months,Other,182,168
Auckland,2014-09-30,8 months,Pacific,283,277
Auckland,2014-09-30,8 months,Total,1533,1465
Auckland,2014-09-30,12 months,Asian,446,439
Auckland,2014-09-30,12 months,Maori,184,166
Auckland,2014-09-30,12 months,NZE,402,382
Auckland,2014-09-30,12 months,Other,219,200
Auckland,2014-09-30,12 months,Pacific,298,294
Auckland,2014-09-30,12 months,Total,1549,1481
Auckland,2014-09-30,18 months,Asian,418,390
Auckland,2014-09-30,18 months,Maori,162,135
Auckland,2014-09-30,18 months,NZE,425,378
Auckland,2014-09-30,18 months,Other,186,167
Auckland,2014-09-30,18 months,Pacific,285,251
Auckland,2014-09-30,18 months,Total,1476,1321
Auckland,2014-09-30,24 months,Asian,476,467
Auckland,2014-09-30,24 months,Maori,193,185
Auckland,2014-09-30,24 months,NZE,377,350
Auckland,2014-09-30,24 months,Other,219,203
Auckland,2014-09-30,24 months,Pacific,282,278
Auckland,2014-09-30,24 months,Total,1547,1483
Auckland,2014-09-30,5 years,Asian,411,340
Auckland,2014-09-30,5 years,Maori,209,163
Auckland,2014-09-30,5 years,NZE,386,332
Auckland,2014-09-30,5 years,Other,263,197
Auckland,2014-09-30,5 years,Pacific,321,266
Auckland,2014-09-30,5 years,Total,1590,1298
Auckland,2014-12-31,6 months,Asian,468,417
Auckland,2014-12-31,6 months,Maori,202,143
Auckland,2014-12-31,6 months,NZE,366,325
Auckland,2014-12-31,6 months,Other,190,154
Auckland,2014-12-31,6 months,Pacific,257,189
Auckland,2014-12-31,6 months,Total,1483,1228
Auckland,2014-12-31,8 months,Asian,442,429
Auckland,2014-12-31,8 months,Maori,167,150
Auckland,2014-12-31,8 months,NZE,374,356
Auckland,2014-12-31,8 months,Other,187,169
Auckland,2014-12-31,8 months,Pacific,257,244
Auckland,2014-12-31,8 months,Total,1427,1348
Auckland,2014-12-31,12 months,Asian,483,473
Auckland,2014-12-31,12 months,Maori,200,194
Auckland,2014-12-31,12 months,NZE,408,390
Auckland,2014-12-31,12 months,Other,201,191
Auckland,2014-12-31,12 months,Pacific,284,280
Auckland,2014-12-31,12 months,Total,1576,1528
Auckland,2014-12-31,18 months,Asian,406,371
Auckland,2014-12-31,18 months,Maori,198,159
Auckland,2014-12-31,18 months,NZE,382,332
Auckland,2014-12-31,18 months,Other,196,173
Auckland,2014-12-31,18 months,Pacific,267,226
Auckland,2014-12-31,18 months,Total,1449,1261
Auckland,2014-12-31,24 months,Asian,510,497
Auckland,2014-12-31,24 months,Maori,203,192
Auckland,2014-12-31,24 months,NZE,414,387
Auckland,2014-12-31,24 months,Other,226,209
Auckland,2014-12-31,24 months,Pacific,333,326
Auckland,2014-12-31,24 months,Total,1686,1611
Auckland,2014-12-31,5 years,Asian,441,357
Auckland,2014-12-31,5 years,Maori,254,194
Auckland,2014-12-31,5 years,NZE,422,372
Auckland,2014-12-31,5 years,Other,259,196
Auckland,2014-12-31,5 years,Pacific,301,242
Auckland,2014-12-31,5 years,Total,1677,1361
Auckland,2015-03-31,6 months,Asian,531,459
Auckland,2015-03-31,6 months,Maori,186,120
Auckland,2015-03-31,6 months,NZE,372,324
Auckland,2015-03-31,6 months,Other,201,162
Auckland,2015-03-31,6 months,Pacific,236,187
Auckland,2015-03-31,6 months,Total,1526,1252
Auckland,2015-03-31,8 months,Asian,492,473
Auckland,2015-03-31,8 months,Maori,203,178
Auckland,2015-03-31,8 months,NZE,378,364
Auckland,2015-03-31,8 months,Other,207,192
Auckland,2015-03-31,8 months,Pacific,230,209
Auckland,2015-03-31,8 months,Total,1510,1416
Auckland,2015-03-31,12 months,Asian,435,422
Auckland,2015-03-31,12 months,Maori,165,152
Auckland,2015-03-31,12 months,NZE,395,378
Auckland,2015-03-31,12 months,Other,193,174
Auckland,2015-03-31,12 months,Pacific,255,250
Auckland,2015-03-31,12 months,Total,1443,1376
Auckland,2015-03-31,18 months,Asian,444,399
Auckland,2015-03-31,18 months,Maori,187,146
Auckland,2015-03-31,18 months,NZE,392,345
Auckland,2015-03-31,18 months,Other,223,177
Auckland,2015-03-31,18 months,Pacific,289,255
Auckland,2015-03-31,18 months,Total,1535,1322
Auckland,2015-03-31,24 months,Asian,432,422
Auckland,2015-03-31,24 months,Maori,160,157
Auckland,2015-03-31,24 months,NZE,417,395
Auckland,2015-03-31,24 months,Other,186,174
Auckland,2015-03-31,24 months,Pacific,285,278
Auckland,2015-03-31,24 months,Total,1480,1426
Auckland,2015-03-31,5 years,Asian,381,318
Auckland,2015-03-31,5 years,Maori,212,156
Auckland,2015-03-31,5 years,NZE,364,325
Auckland,2015-03-31,5 years,Other,287,218
Auckland,2015-03-31,5 years,Pacific,307,237
Auckland,2015-03-31,5 years,Total,1551,1254
Auckland,2015-06-30,6 months,Asian,551,489
Auckland,2015-06-30,6 months,Maori,208,151
Auckland,2015-06-30,6 months,NZE,400,337
Auckland,2015-06-30,6 months,Other,200,168
Auckland,2015-06-30,6 months,Pacific,272,202
Auckland,2015-06-30,6 months,Total,1631,1347
Auckland,2015-06-30,8 months,Asian,550,531
Auckland,2015-06-30,8 months,Maori,190,164
Auckland,2015-06-30,8 months,NZE,378,356
Auckland,2015-06-30,8 months,Other,196,181
Auckland,2015-06-30,8 months,Pacific,275,257
Auckland,2015-06-30,8 months,Total,1589,1489
Auckland,2015-06-30,12 months,Asian,478,461
Auckland,2015-06-30,12 months,Maori,201,184
Auckland,2015-06-30,12 months,NZE,370,356
Auckland,2015-06-30,12 months,Other,195,183
Auckland,2015-06-30,12 months,Pacific,256,244
Auckland,2015-06-30,12 months,Total,1500,1428
Auckland,2015-06-30,18 months,Asian,470,431
Auckland,2015-06-30,18 months,Maori,187,157
Auckland,2015-06-30,18 months,NZE,390,357
Auckland,2015-06-30,18 months,Other,199,172
Auckland,2015-06-30,18 months,Pacific,274,241
Auckland,2015-06-30,18 months,Total,1520,1358
Auckland,2015-06-30,24 months,Asian,421,400
Auckland,2015-06-30,24 months,Maori,198,186
Auckland,2015-06-30,24 months,NZE,376,351
Auckland,2015-06-30,24 months,Other,196,178
Auckland,2015-06-30,24 months,Pacific,266,259
Auckland,2015-06-30,24 months,Total,1457,1374
Auckland,2015-06-30,5 years,Asian,393,333
Auckland,2015-06-30,5 years,Maori,187,156
Auckland,2015-06-30,5 years,NZE,357,327
Auckland,2015-06-30,5 years,Other,239,178
Auckland,2015-06-30,5 years,Pacific,338,275
Auckland,2015-06-30,5 years,Total,1514,1269
Auckland,2015-09-30,6 months,Asian,431,379
Auckland,2015-09-30,6 months,Maori,153,98
Auckland,2015-09-30,6 months,NZE,371,327
Auckland,2015-09-30,6 months,Other,208,171
Auckland,2015-09-30,6 months,Pacific,212,162
Auckland,2015-09-30,6 months,Total,1375,1137
Auckland,2015-09-30,8 months,Asian,507,496
Auckland,2015-09-30,8 months,Maori,197,175
Auckland,2015-09-30,8 months,NZE,365,343
Auckland,2015-09-30,8 months,Other,211,197
Auckland,2015-09-30,8 months,Pacific,233,226
Auckland,2015-09-30,8 months,Total,1513,1437
Auckland,2015-09-30,12 months,Asian,535,516
Auckland,2015-09-30,12 months,Maori,187,177
Auckland,2015-09-30,12 months,NZE,369,353
Auckland,2015-09-30,12 months,Other,198,185
Auckland,2015-09-30,12 months,Pacific,235,231
Auckland,2015-09-30,12 months,Total,1524,1462
Auckland,2015-09-30,18 months,Asian,424,394
Auckland,2015-09-30,18 months,Maori,166,129
Auckland,2015-09-30,18 months,NZE,376,337
Auckland,2015-09-30,18 months,Other,188,148
Auckland,2015-09-30,18 months,Pacific,247,221
Auckland,2015-09-30,18 months,Total,1401,1229
Auckland,2015-09-30,24 months,Asian,434,422
Auckland,2015-09-30,24 months,Maori,186,165
Auckland,2015-09-30,24 months,NZE,394,372
Auckland,2015-09-30,24 months,Other,219,197
Auckland,2015-09-30,24 months,Pacific,285,278
Auckland,2015-09-30,24 months,Total,1518,1434
Auckland,2015-09-30,5 years,Asian,419,353
Auckland,2015-09-30,5 years,Maori,208,168
Auckland,2015-09-30,5 years,NZE,365,311
Auckland,2015-09-30,5 years,Other,275,211
Auckland,2015-09-30,5 years,Pacific,323,268
Auckland,2015-09-30,5 years,Total,1590,1311
Auckland,2015-12-31,6 months,Asian,465,424
Auckland,2015-12-31,6 months,Maori,170,105
Auckland,2015-12-31,6 months,NZE,364,320
Auckland,2015-12-31,6 months,Other,199,170
Auckland,2015-12-31,6 months,Pacific,257,205
Auckland,2015-12-31,6 months,Total,1455,1224
Auckland,2015-12-31,8 months,Asian,465,454
Auckland,2015-12-31,8 months,Maori,158,134
Auckland,2015-12-31,8 months,NZE,380,364
Auckland,2015-12-31,8 months,Other,204,182
Auckland,2015-12-31,8 months,Pacific,226,210
Auckland,2015-12-31,8 months,Total,1433,1344
Auckland,2015-12-31,12 months,Asian,567,549
Auckland,2015-12-31,12 months,Maori,209,194
Auckland,2015-12-31,12 months,NZE,394,374
Auckland,2015-12-31,12 months,Other,205,192
Auckland,2015-12-31,12 months,Pacific,268,264
Auckland,2015-12-31,12 months,Total,1643,1573
Auckland,2015-12-31,18 months,Asian,472,430
Auckland,2015-12-31,18 months,Maori,201,152
Auckland,2015-12-31,18 months,NZE,358,326
Auckland,2015-12-31,18 months,Other,191,167
Auckland,2015-12-31,18 months,Pacific,262,217
Auckland,2015-12-31,18 months,Total,1484,1292
Auckland,2015-12-31,24 months,Asian,482,457
Auckland,2015-12-31,24 months,Maori,186,181
Auckland,2015-12-31,24 months,NZE,388,368
Auckland,2015-12-31,24 months,Other,202,184
Auckland,2015-12-31,24 months,Pacific,272,267
Auckland,2015-12-31,24 months,Total,1530,1457
Auckland,2015-12-31,5 years,Asian,426,364
Auckland,2015-12-31,5 years,Maori,185,146
Auckland,2015-12-31,5 years,NZE,416,358
Auckland,2015-12-31,5 years,Other,242,197
Auckland,2015-12-31,5 years,Pacific,295,233
Auckland,2015-12-31,5 years,Total,1564,1298
Auckland,2016-03-31,6 months,Asian,434,397
Auckland,2016-03-31,6 months,Maori,201,143
Auckland,2016-03-31,6 months,NZE,337,294
Auckland,2016-03-31,6 months,Other,206,167
Auckland,2016-03-31,6 months,Pacific,234,178
Auckland,2016-03-31,6 months,Total,1412,1179
Auckland,2016-03-31,8 months,Asian,449,430
Auckland,2016-03-31,8 months,Maori,174,155
Auckland,2016-03-31,8 months,NZE,356,337
Auckland,2016-03-31,8 months,Other,210,197
Auckland,2016-03-31,8 months,Pacific,230,220
Auckland,2016-03-31,8 months,Total,1419,1339
Auckland,2016-03-31,12 months,Asian,453,435
Auckland,2016-03-31,12 months,Maori,148,135
Auckland,2016-03-31,12 months,NZE,363,349
Auckland,2016-03-31,12 months,Other,217,197
Auckland,2016-03-31,12 months,Pacific,207,201
Auckland,2016-03-31,12 months,Total,1388,1317
Auckland,2016-03-31,18 months,Asian,516,477
Auckland,2016-03-31,18 months,Maori,187,146
Auckland,2016-03-31,18 months,NZE,347,315
Auckland,2016-03-31,18 months,Other,203,162
Auckland,2016-03-31,18 months,Pacific,230,201
Auckland,2016-03-31,18 months,Total,1483,1301
Auckland,2016-03-31,24 months,Asian,427,410
Auckland,2016-03-31,24 months,Maori,161,148
Auckland,2016-03-31,24 months,NZE,376,359
Auckland,2016-03-31,24 months,Other,185,163
Auckland,2016-03-31,24 months,Pacific,243,237
Auckland,2016-03-31,24 months,Total,1392,1317
Auckland,2016-03-31,5 years,Asian,411,355
Auckland,2016-03-31,5 years,Maori,184,144
Auckland,2016-03-31,5 years,NZE,393,344
Auckland,2016-03-31,5 years,Other,271,222
Auckland,2016-03-31,5 years,Pacific,283,237
Auckland,2016-03-31,5 years,Total,1542,1302
Auckland,2016-06-30,6 months,Asian,465,421
Auckland,2016-06-30,6 months,Maori,179,130
Auckland,2016-06-30,6 months,NZE,352,309
Auckland,2016-06-30,6 months,Other,207,167
Auckland,2016-06-30,6 months,Pacific,225,184
Auckland,2016-06-30,6 months,Total,1428,1211
Auckland,2016-06-30,8 months,Asian,445,434
Auckland,2016-06-30,8 months,Maori,188,167
Auckland,2016-06-30,8 months,NZE,359,339
Auckland,2016-06-30,8 months,Other,195,165
Auckland,2016-06-30,8 months,Pacific,241,233
Auckland,2016-06-30,8 months,Total,1428,1338
Auckland,2016-06-30,12 months,Asian,481,472
Auckland,2016-06-30,12 months,Maori,169,158
Auckland,2016-06-30,12 months,NZE,367,349
Auckland,2016-06-30,12 months,Other,207,195
Auckland,2016-06-30,12 months,Pacific,249,245
Auckland,2016-06-30,12 months,Total,1473,1419
Auckland,2016-06-30,18 months,Asian,567,524
Auckland,2016-06-30,18 months,Maori,202,161
Auckland,2016-06-30,18 months,NZE,371,325
Auckland,2016-06-30,18 months,Other,199,169
Auckland,2016-06-30,18 months,Pacific,255,220
Auckland,2016-06-30,18 months,Total,1594,1399
Auckland,2016-06-30,24 months,Asian,478,456
Auckland,2016-06-30,24 months,Maori,195,179
Auckland,2016-06-30,24 months,NZE,356,340
Auckland,2016-06-30,24 months,Other,193,173
Auckland,2016-06-30,24 months,Pacific,255,243
Auckland,2016-06-30,24 months,Total,1477,1391
Auckland,2016-06-30,5 years,Asian,420,370
Auckland,2016-06-30,5 years,Maori,222,175
Auckland,2016-06-30,5 years,NZE,369,340
Auckland,2016-06-30,5 years,Other,204,172
Auckland,2016-06-30,5 years,Pacific,278,230
Auckland,2016-06-30,5 years,Total,1493,1287
Auckland,2016-09-30,6 months,Asian,479,433
Auckland,2016-09-30,6 months,Maori,158,91
Auckland,2016-09-30,6 months,NZE,334,295
Auckland,2016-09-30,6 months,Other,181,146
Auckland,2016-09-30,6 months,Pacific,225,179
Auckland,2016-09-30,6 months,Total,1377,1144
Auckland,2016-09-30,8 months,Asian,468,452
Auckland,2016-09-30,8 months,Maori,184,161
Auckland,2016-09-30,8 months,NZE,317,303
Auckland,2016-09-30,8 months,Other,204,184
Auckland,2016-09-30,8 months,Pacific,224,213
Auckland,2016-09-30,8 months,Total,1397,1313
Auckland,2016-09-30,12 months,Asian,435,430
Auckland,2016-09-30,12 months,Maori,199,183
Auckland,2016-09-30,12 months,NZE,339,319
Auckland,2016-09-30,12 months,Other,206,184
Auckland,2016-09-30,12 months,Pacific,230,225
Auckland,2016-09-30,12 months,Total,1409,1341
Auckland,2016-09-30,18 months,Asian,451,411
Auckland,2016-09-30,18 months,Maori,145,101
Auckland,2016-09-30,18 months,NZE,347,324
Auckland,2016-09-30,18 months,Other,214,180
Auckland,2016-09-30,18 months,Pacific,221,190
Auckland,2016-09-30,18 months,Total,1378,1206
Auckland,2016-09-30,24 months,Asian,505,488
Auckland,2016-09-30,24 months,Maori,186,164
Auckland,2016-09-30,24 months,NZE,342,327
Auckland,2016-09-30,24 months,Other,194,172
Auckland,2016-09-30,24 months,Pacific,222,213
Auckland,2016-09-30,24 months,Total,1449,1364
Auckland,2016-09-30,5 years,Asian,450,395
Auckland,2016-09-30,5 years,Maori,206,164
Auckland,2016-09-30,5 years,NZE,322,299
Auckland,2016-09-30,5 years,Other,245,205
Auckland,2016-09-30,5 years,Pacific,303,253
Auckland,2016-09-30,5 years,Total,1526,1316
Auckland,2016-12-31,6 months,Asian,458,422
Auckland,2016-12-31,6 months,Maori,162,119
Auckland,2016-12-31,6 months,NZE,327,284
Auckland,2016-12-31,6 months,Other,192,156
Auckland,2016-12-31,6 months,Pacific,244,186
Auckland,2016-12-31,6 months,Total,1383,1167
Auckland,2016-12-31,8 months,Asian,467,455
Auckland,2016-12-31,8 months,Maori,151,137
Auckland,2016-12-31,8 months,NZE,339,325
Auckland,2016-12-31,8 months,Other,187,176
Auckland,2016-12-31,8 months,Pacific,218,206
Auckland,2016-12-31,8 months,Total,1362,1299
Auckland,2016-12-31,12 months,Asian,474,461
Auckland,2016-12-31,12 months,Maori,179,167
Auckland,2016-12-31,12 months,NZE,351,337
Auckland,2016-12-31,12 months,Other,207,189
Auckland,2016-12-31,12 months,Pacific,219,210
Auckland,2016-12-31,12 months,Total,1430,1364
Auckland,2016-12-31,18 months,Asian,478,441
Auckland,2016-12-31,18 months,Maori,161,136
Auckland,2016-12-31,18 months,NZE,353,313
Auckland,2016-12-31,18 months,Other,195,167
Auckland,2016-12-31,18 months,Pacific,243,196
Auckland,2016-12-31,18 months,Total,1430,1253
Auckland,2016-12-31,24 months,Asian,577,555
Auckland,2016-12-31,24 months,Maori,200,179
Auckland,2016-12-31,24 months,NZE,366,342
Auckland,2016-12-31,24 months,Other,198,180
Auckland,2016-12-31,24 months,Pacific,252,243
Auckland,2016-12-31,24 months,Total,1593,1499
Auckland,2016-12-31,5 years,Asian,410,352
Auckland,2016-12-31,5 years,Maori,176,137
Auckland,2016-12-31,5 years,NZE,381,351
Auckland,2016-12-31,5 years,Other,241,195
Auckland,2016-12-31,5 years,Pacific,265,229
Auckland,2016-12-31,5 years,Total,1473,1264
Auckland,2017-03-31,6 months,Asian,506,457
Auckland,2017-03-31,6 months,Maori,189,131
Auckland,2017-03-31,6 months,NZE,338,298
Auckland,2017-03-31,6 months,Other,180,150
Auckland,2017-03-31,6 months,Pacific,213,166
Auckland,2017-03-31,6 months,Total,1426,1202
Auckland,2017-03-31,8 months,Asian,479,469
Auckland,2017-03-31,8 months,Maori,161,144
Auckland,2017-03-31,8 months,NZE,331,314
Auckland,2017-03-31,8 months,Other,191,172
Auckland,2017-03-31,8 months,Pacific,241,225
Auckland,2017-03-31,8 months,Total,1403,1324
Auckland,2017-03-31,12 months,Asian,485,476
Auckland,2017-03-31,12 months,Maori,152,140
Auckland,2017-03-31,12 months,NZE,339,327
Auckland,2017-03-31,12 months,Other,183,173
Auckland,2017-03-31,12 months,Pacific,221,215
Auckland,2017-03-31,12 months,Total,1380,1331
Auckland,2017-03-31,18 months,Asian,444,414
Auckland,2017-03-31,18 months,Maori,190,142
Auckland,2017-03-31,18 months,NZE,327,287
Auckland,2017-03-31,18 months,Other,199,156
Auckland,2017-03-31,18 months,Pacific,219,186
Auckland,2017-03-31,18 months,Total,1379,1185
Auckland,2017-03-31,24 months,Asian,444,428
Auckland,2017-03-31,24 months,Maori,142,121
Auckland,2017-03-31,24 months,NZE,346,331
Auckland,2017-03-31,24 months,Other,208,189
Auckland,2017-03-31,24 months,Pacific,220,214
Auckland,2017-03-31,24 months,Total,1360,1283
Auckland,2017-03-31,5 years,Asian,456,400
Auckland,2017-03-31,5 years,Maori,163,132
Auckland,2017-03-31,5 years,NZE,383,349
Auckland,2017-03-31,5 years,Other,231,179
Auckland,2017-03-31,5 years,Pacific,281,235
Auckland,2017-03-31,5 years,Total,1514,1295
Auckland,2017-06-30,6 months,Asian,544,498
Auckland,2017-06-30,6 months,Maori,167,122
Auckland,2017-06-30,6 months,NZE,339,290
